campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos2PtsTimeCasa,acertos3PtsTimeCasa,acertosTotaisTimeCasa,LancesLivresCertosTimeCasa,rebotesDefensivosTimeCasa,rebotesOfensivosTimeCasa,rebotesTotaisTimeCasa,assistsTimeCasa,RoubadasTimeCasa,ErrosTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,ArremessosTotaisTimeCasa,timeFora,pontosTimeFora,acertos2PtsTimeFora,acertos3PtsTimeFora,acertosTotaisTimeFora,LancesLivresCertosTimeFora,rebotesDefensivosTimeFora,rebotesOfensivosTimeFora,rebotesTotaisTimeFora,assistsTimeFora,RoubadasTimeFora,ErrosTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora,ArremessosTotaisTimeFora
2021/2022,1º TURNO,Paulistano,75,20,7,27,14,25,16,41,16,9,11,1,23,74,49,29,20,78,BRB/Brasília,77,21,5,26,20,37,8,45,17,4,18,5,24,93,37,23,23,60
2021/2022,1º TURNO,Corinthians,79,20,10,30,9,24,11,35,15,4,12,2,19,83,33,36,10,69,Cerrado Basquete,89,21,10,31,17,28,17,45,24,6,11,3,17,114,50,22,18,72
2021/2022,1º TURNO,Luvix/União Corinthians,71,16,8,24,15,37,7,44,7,8,24,5,17,71,28,29,22,57,São Paulo,66,17,7,24,11,27,8,35,11,14,18,3,20,63,38,28,17,66
2021/2022,1º TURNO,Flamengo,91,17,12,29,21,36,9,45,22,8,15,3,20,117,27,33,27,60,Rio Claro,66,19,5,24,13,23,11,34,18,8,13,1,27,62,41,29,19,70
2021/2022,1º TURNO,Bauru,73,16,11,27,8,32,9,41,23,8,17,3,17,94,27,34,11,61,Pinheiros,68,16,8,24,12,28,10,38,13,11,12,5,17,79,36,29,15,65
2021/2022,1º TURNO,Minas,75,19,9,28,10,23,7,30,17,11,12,2,19,78,35,30,18,65,Sesi Franca,96,22,15,37,7,33,5,38,20,4,16,2,18,114,29,33,12,62
2020/2021,2º TURNO,VipTech CMB,78,18,11,29,9,30,12,42,22,4,14,0,21,85,38,29,18,67,Paulistano,86,22,10,32,12,30,9,39,22,8,9,0,13,101,40,27,22,67
2020/2021,2º TURNO,Bauru,101,15,19,34,14,33,8,41,25,3,10,1,16,129,26,33,21,59,Pato Basquete,55,13,6,19,11,20,9,29,12,7,13,1,19,46,34,25,16,59
2020/2021,2º TURNO,Mogi,84,16,13,29,13,34,12,46,21,2,17,5,26,100,34,35,14,69,Fortaleza B. C.,94,27,8,35,16,28,18,46,18,11,7,6,17,110,56,27,26,83
2020/2021,2º TURNO,Pinheiros,73,18,8,26,13,35,13,48,14,5,12,0,11,78,39,30,20,69,UNIFACISA,87,23,10,33,11,34,16,50,26,9,9,3,17,111,44,38,17,82
2020/2021,2º TURNO,Corinthians,83,12,16,28,11,28,7,35,17,6,13,2,15,95,31,30,13,61,Cerrado Basquete,61,21,4,25,7,26,14,40,10,11,14,0,13,65,50,17,8,67
2020/2021,2º TURNO,BRB/Brasília,66,14,6,20,20,21,6,27,9,2,15,1,22,53,28,26,23,54,KTO/Caxias do Sul,88,20,10,30,18,27,15,42,20,5,11,0,25,104,35,29,24,64
2020/2021,2º TURNO,São Paulo,90,20,11,31,17,26,6,32,19,3,10,1,20,104,34,26,19,60,Minas,92,15,17,32,11,23,13,36,19,3,9,2,21,100,34,31,21,65
2020/2021,2º TURNO,Paulistano,70,20,9,29,3,27,11,38,13,6,14,2,20,75,41,24,7,65,Flamengo,84,7,19,26,13,25,10,35,25,5,12,2,13,100,20,42,16,62
2020/2021,2º TURNO,Cerrado Basquete,78,20,8,28,14,25,9,34,12,9,14,1,19,80,39,25,18,64,Mogi,84,20,10,30,14,29,15,44,22,5,14,2,19,100,35,34,18,69
2021/2022,1º TURNO,Corinthians,73,12,11,23,16,29,10,39,15,4,7,3,17,80,25,43,18,68,BRB/Brasília,64,23,4,27,6,32,9,41,18,3,12,5,16,74,43,18,17,61
2020/2021,2º TURNO,Sesi Franca,109,30,10,40,19,40,10,50,25,7,10,2,20,146,45,27,24,72,Pato Basquete,68,13,8,21,18,26,9,35,16,6,10,1,25,64,38,33,20,71
2021/2022,1º TURNO,Flamengo,99,23,16,39,5,31,11,42,21,4,12,1,10,129,37,26,7,63,Minas,63,21,5,26,6,14,12,26,12,7,7,3,9,60,41,26,9,67
2021/2022,1º TURNO,Mogi,75,18,7,25,18,26,8,34,18,8,12,1,17,84,31,32,20,63,UNIFACISA,85,20,12,32,9,28,11,39,16,10,12,0,18,98,32,36,13,68
2021/2022,1º TURNO,Paulistano,85,24,9,33,10,27,12,39,17,2,10,4,16,93,47,26,14,73,Cerrado Basquete,84,26,7,33,11,31,14,45,17,7,11,5,16,103,50,23,15,73
2021/2022,1º TURNO,Pato Basquete,66,15,9,24,9,26,11,37,8,9,15,3,18,61,38,29,13,67,Fortaleza B. C.,63,19,4,23,13,33,4,37,8,7,22,0,17,59,34,16,20,50
2021/2022,1º TURNO,Cerrado Basquete,74,20,6,26,16,23,13,36,16,10,9,2,18,74,38,32,27,70,Mogi,86,23,10,33,10,38,4,42,20,5,15,4,21,112,38,24,11,62
2021/2022,1º TURNO,BRB/Brasília,53,19,3,22,6,34,8,42,11,2,15,2,16,52,34,27,10,61,Pato Basquete,70,18,9,27,7,32,7,39,15,6,9,1,17,76,40,28,12,68
2021/2022,1º TURNO,Sesi Franca,82,21,10,31,10,29,7,36,13,3,12,2,18,88,35,25,17,60,Paulistano,78,18,10,28,12,25,8,33,9,9,6,3,20,85,36,31,14,67
2021/2022,1º TURNO,Rio Claro,63,22,3,25,10,20,7,27,17,10,9,0,16,70,41,17,15,58,Corinthians,75,12,12,24,15,28,9,37,15,5,18,1,14,86,22,29,17,51
2020/2021,2º TURNO,Pinheiros,52,14,4,18,12,27,7,34,12,7,19,3,12,38,39,26,16,65,BRB/Brasília,97,22,15,37,8,41,13,54,30,11,17,3,18,137,39,34,13,73
2021/2022,1º TURNO,Cerrado Basquete,85,22,8,30,17,38,22,60,13,8,17,2,25,91,48,33,26,81,Pato Basquete,86,23,8,31,16,31,22,53,12,13,11,3,22,88,62,25,28,87
2020/2021,2º TURNO,UNIFACISA,88,18,14,32,10,23,7,30,19,8,13,3,21,98,39,28,12,67,KTO/Caxias do Sul,83,13,16,29,9,30,9,39,18,8,17,3,18,94,28,34,16,62
2020/2021,2º TURNO,Pato Basquete,67,15,8,23,13,20,4,24,14,12,14,1,20,65,34,24,17,58,Minas,83,18,12,30,11,33,3,36,22,6,20,1,21,102,28,26,13,54
2020/2021,2º TURNO,VipTech CMB,74,24,8,32,2,28,12,40,23,9,15,0,17,91,47,24,3,71,Flamengo,93,15,19,34,6,28,6,34,25,8,9,2,9,118,24,44,7,68
2020/2021,2º TURNO,Paulistano,63,11,12,23,5,37,16,53,17,7,12,0,21,69,32,45,10,77,São Paulo,71,15,10,25,11,39,14,53,15,4,9,1,9,80,35,40,16,75
2020/2021,2º TURNO,Mogi,87,13,15,28,16,34,6,40,23,3,14,1,25,105,22,37,20,59,Sesi Franca,75,17,8,25,17,26,7,33,12,3,9,2,21,72,36,28,22,64
2020/2021,2º TURNO,KTO/Caxias do Sul,76,12,9,21,25,38,6,44,14,7,16,2,19,87,29,25,32,54,Pinheiros,73,20,6,26,15,29,10,39,13,8,10,3,25,75,44,26,22,70
2020/2021,2º TURNO,Minas,91,23,9,32,18,39,12,51,21,4,16,2,17,117,45,19,22,64,VipTech CMB,70,20,9,29,3,21,6,27,15,8,7,2,24,66,41,30,10,71
2020/2021,2º TURNO,Pato Basquete,61,14,9,23,6,29,15,44,10,8,20,1,22,57,48,19,9,67,Flamengo,85,14,13,27,18,31,13,44,20,11,11,1,14,103,24,45,23,69
2020/2021,2º TURNO,BRB/Brasília,73,19,9,28,8,29,5,34,11,5,12,1,14,77,36,26,9,62,Cerrado Basquete,86,18,13,31,11,30,15,45,14,6,8,3,15,100,43,32,13,75
2020/2021,2º TURNO,Fortaleza B. C.,75,21,5,26,18,21,9,30,11,11,19,0,22,68,42,21,21,63,UNIFACISA,87,25,7,32,16,29,11,40,19,8,23,2,25,95,41,23,22,64
2021/2022,1º TURNO,BRB/Brasília,78,9,11,20,27,37,10,47,14,2,12,2,18,74,28,32,44,60,Mogi,73,16,8,24,17,37,12,49,12,7,10,4,30,80,37,37,22,74
2021/2022,1º TURNO,Fortaleza B. C.,77,24,6,30,11,30,13,43,18,6,11,2,18,91,51,16,18,67,Luvix/União Corinthians,76,20,9,29,9,24,15,39,15,8,9,2,17,83,41,32,13,73
2021/2022,1º TURNO,UNIFACISA,53,12,7,19,8,28,19,47,11,3,15,1,16,45,36,35,11,71,Caxias do Sul Basquete,70,18,8,26,10,35,5,40,14,9,11,3,15,91,38,20,12,58
2021/2022,1º TURNO,São Paulo,86,24,11,35,5,30,4,34,23,7,13,3,20,110,35,28,7,63,Pinheiros,70,13,9,22,17,25,14,39,15,6,13,2,13,71,38,27,22,65
2021/2022,1º TURNO,Sesi Franca,86,26,6,32,16,28,7,35,18,7,16,4,11,106,42,17,17,59,Corinthians,62,16,8,24,6,19,11,30,11,8,17,5,18,59,31,32,7,63
2021/2022,1º TURNO,Rio Claro,85,23,10,33,9,25,7,32,22,6,12,2,21,104,41,19,13,60,Paulistano,79,14,14,28,9,22,9,31,17,6,15,4,20,87,25,35,12,60
2021/2022,1º TURNO,Fortaleza B. C.,94,19,12,31,20,25,10,35,18,4,11,3,17,105,40,21,28,61,Caxias do Sul Basquete,85,22,10,32,11,24,9,33,18,6,13,3,23,95,42,22,16,64
2021/2022,1º TURNO,UNIFACISA,104,27,12,39,14,29,8,37,27,5,6,2,18,129,42,31,20,73,Luvix/União Corinthians,99,18,16,34,15,28,12,40,21,4,11,2,15,112,36,37,19,73
2021/2022,1º TURNO,Pato Basquete,72,17,10,27,8,25,11,36,13,2,17,2,21,69,32,25,17,57,Rio Claro,77,19,9,28,12,26,9,35,12,7,11,1,20,85,39,21,16,60
2021/2022,1º TURNO,Mogi,96,18,14,32,18,26,10,36,22,10,13,0,18,108,37,34,22,71,Sesi Franca,102,21,16,37,12,29,7,36,23,9,14,1,20,120,33,35,18,68
2020/2021,2º TURNO,KTO/Caxias do Sul,79,27,4,31,13,34,5,39,20,3,13,1,23,95,40,19,19,59,Corinthians,78,17,9,26,17,25,5,30,12,10,8,2,23,80,35,30,22,65
2020/2021,2º TURNO,São Paulo,100,22,12,34,20,31,13,44,24,8,10,4,13,132,31,36,25,67,Pinheiros,74,19,8,27,12,21,13,34,16,4,11,1,21,71,44,28,14,72
2020/2021,2º TURNO,Bauru,74,20,9,29,7,30,15,45,16,8,16,2,19,86,35,30,14,65,Sesi Franca,70,15,9,24,13,24,5,29,13,9,12,2,18,72,34,23,19,57
2020/2021,2º TURNO,BRB/Brasília,87,20,9,29,20,37,16,53,14,8,17,0,21,100,36,30,28,66,Fortaleza B. C.,67,21,6,27,7,22,5,27,13,9,12,2,27,61,38,30,11,68
2020/2021,2º TURNO,UNIFACISA,67,16,9,25,8,28,9,37,16,4,15,4,19,71,36,25,14,61,Cerrado Basquete,81,21,7,28,18,29,8,37,17,7,13,2,18,94,41,22,20,63
2020/2021,2º TURNO,Minas,94,30,7,37,13,29,9,38,21,1,12,5,31,109,54,20,14,74,Flamengo,96,21,10,31,24,28,15,43,16,6,11,3,20,103,35,38,32,73
2020/2021,2º TURNO,Pato Basquete,86,27,7,34,11,25,10,35,17,7,13,6,21,98,43,18,24,61,VipTech CMB,82,20,10,30,12,24,12,36,20,7,13,4,22,93,37,29,19,66
2020/2021,2º TURNO,São Paulo,92,25,10,35,12,27,7,34,20,5,18,4,16,114,37,20,13,57,Bauru,84,15,15,30,9,14,6,20,23,14,11,1,21,95,33,28,14,61
2020/2021,2º TURNO,Sesi Franca,90,22,8,30,22,24,6,30,16,6,17,1,16,103,40,13,22,53,Paulistano,82,20,11,31,9,17,7,24,21,14,13,1,21,95,33,31,10,64
2021/2022,1º TURNO,Paulistano,87,23,8,31,17,26,13,39,18,7,14,1,27,98,42,22,24,64,Flamengo,81,14,10,24,23,23,14,37,11,8,14,4,24,80,27,34,33,61
2020/2021,2º TURNO,Pinheiros,67,17,8,25,9,28,15,43,19,6,16,2,16,74,49,22,10,71,Corinthians,98,14,19,33,13,31,8,39,30,12,10,3,13,131,30,36,21,66
2021/2022,1º TURNO,Paulistano,67,17,8,25,9,22,9,31,15,7,13,1,18,63,39,27,13,66,Minas,96,23,14,37,8,34,10,44,16,10,15,1,15,119,39,30,9,69
2021/2022,1º TURNO,Caxias do Sul Basquete,76,22,7,29,11,24,16,40,23,13,11,4,24,99,45,24,17,69,BRB/Brasília,64,16,3,19,23,28,10,38,12,3,19,5,19,67,35,17,26,52
2021/2022,1º TURNO,Mogi,64,18,4,22,16,35,16,51,13,4,19,1,18,68,36,23,25,59,Rio Claro,60,14,6,20,14,25,16,41,10,9,12,1,23,53,43,24,23,67
2021/2022,1º TURNO,Bauru,84,22,11,33,7,25,14,39,18,4,8,3,22,106,31,35,8,66,UNIFACISA,68,14,8,22,16,20,8,28,18,6,8,2,15,78,27,26,21,53
2021/2022,1º TURNO,Pato Basquete,66,21,6,27,6,26,13,39,13,6,13,2,21,63,47,26,10,73,Sesi Franca,88,20,11,31,15,32,10,42,19,7,11,3,14,110,31,33,20,64
2021/2022,1º TURNO,Luvix/União Corinthians,70,14,12,26,6,23,10,33,7,17,10,2,20,74,33,37,7,70,BRB/Brasília,55,13,4,17,17,32,4,36,3,2,26,4,12,46,28,14,20,42
2021/2022,1º TURNO,Corinthians,65,14,8,22,13,24,10,34,17,6,10,4,17,68,29,37,17,66,Minas,82,18,11,29,13,34,12,46,18,7,13,3,17,105,32,31,17,63
2021/2022,1º TURNO,Pinheiros,67,16,9,25,8,21,18,39,15,3,10,0,13,64,32,39,12,71,UNIFACISA,86,14,16,30,10,28,7,35,21,8,14,0,17,107,25,33,11,58
2021/2022,1º TURNO,Caxias do Sul Basquete,72,26,4,30,8,32,10,42,21,11,15,3,13,98,44,20,10,64,Cerrado Basquete,64,17,8,25,6,24,9,33,13,9,15,0,16,62,33,31,9,64
2021/2022,1º TURNO,Bauru,74,14,10,24,16,28,11,39,20,6,13,4,13,91,28,33,18,61,Fortaleza B. C.,59,16,6,22,9,26,10,36,14,8,13,2,16,62,37,22,16,59
2020/2021,2º TURNO,Mogi,86,15,12,27,20,30,11,41,25,5,23,3,32,109,29,24,22,53,KTO/Caxias do Sul,75,17,5,22,26,15,16,31,12,10,11,3,22,63,33,31,41,64
2020/2021,2º TURNO,Fortaleza B. C.,86,22,9,31,15,34,9,43,13,15,19,6,20,99,43,24,24,67,Cerrado Basquete,77,18,10,28,11,30,16,46,12,13,19,4,21,74,46,33,19,79
2020/2021,2º TURNO,Paulistano,69,12,11,23,12,31,8,39,14,7,17,2,16,76,26,30,17,56,Bauru,64,20,5,25,9,26,12,38,14,9,11,1,17,68,46,21,14,67
2020/2021,2º TURNO,BRB/Brasília,86,23,6,29,22,28,8,36,17,7,20,1,20,94,37,19,28,56,UNIFACISA,103,27,12,39,13,21,8,29,24,12,9,2,25,121,42,30,20,72
2020/2021,2º TURNO,Sesi Franca,76,24,5,29,13,20,7,27,14,9,15,3,20,76,43,22,15,65,São Paulo,97,19,16,35,11,27,9,36,22,8,17,1,16,115,31,35,12,66
2020/2021,2º TURNO,Mogi,75,21,7,28,12,29,9,38,23,12,19,0,18,92,36,23,18,59,Corinthians,77,21,9,30,8,24,15,39,16,9,16,0,16,80,44,29,10,73
2020/2021,2º TURNO,Corinthians,98,22,14,36,12,31,12,43,19,5,18,5,23,105,46,33,16,79,Paulistano,100,26,8,34,24,30,23,53,16,10,14,0,21,109,57,26,31,83
2020/2021,2º TURNO,UNIFACISA,76,16,9,25,17,24,5,29,15,6,14,1,22,78,31,26,20,57,Minas,88,19,11,30,17,29,17,46,22,5,11,2,17,107,45,23,24,68
2020/2021,2º TURNO,Cerrado Basquete,77,17,8,25,19,25,14,39,18,7,19,4,30,82,41,20,27,61,Pato Basquete,76,19,5,24,23,25,11,36,9,6,17,0,26,70,40,20,27,60
2021/2022,1º TURNO,Corinthians,80,14,14,28,10,20,13,33,16,4,11,1,20,79,29,41,12,70,Flamengo,83,19,10,29,15,27,9,36,15,4,18,3,17,92,38,20,17,58
2021/2022,1º TURNO,BRB/Brasília,49,12,6,18,7,32,18,50,10,5,9,3,19,48,45,30,10,75,Bauru,60,17,4,21,14,40,8,48,12,4,13,4,19,73,31,27,19,58
2021/2022,1º TURNO,Pinheiros,81,21,8,29,15,32,23,55,19,13,12,4,20,107,43,31,23,74,Fortaleza B. C.,60,16,6,22,10,24,13,37,15,6,18,4,19,56,40,26,14,66
2021/2022,1º TURNO,Luvix/União Corinthians,75,25,6,31,7,33,20,53,18,16,17,5,24,85,67,23,13,90,Cerrado Basquete,76,15,12,27,10,40,12,52,11,6,24,2,18,72,36,33,19,69
2021/2022,1º TURNO,UNIFACISA,66,20,7,27,5,22,15,37,17,6,14,0,21,66,39,27,12,66,São Paulo,78,22,6,28,16,27,4,31,19,6,11,0,14,95,30,23,19,53
2021/2022,1º TURNO,Minas,79,13,12,25,17,33,16,49,23,5,15,0,21,95,26,32,30,58,Pato Basquete,67,16,7,23,14,27,5,32,18,7,10,1,25,71,30,28,23,58
2021/2022,1º TURNO,Sesi Franca,84,25,4,29,22,30,9,39,11,5,14,2,16,89,42,19,28,61,Caxias do Sul Basquete,75,21,8,29,9,23,2,25,22,6,14,1,29,76,34,23,20,57
2021/2022,1º TURNO,Cerrado Basquete,87,26,9,35,8,30,15,45,8,5,11,1,19,89,43,33,13,76,Bauru,92,26,8,34,16,28,4,32,19,6,9,5,17,109,43,23,20,66
2021/2022,1º TURNO,Flamengo,116,25,16,41,18,30,18,48,27,8,17,2,15,145,34,37,27,71,Mogi,73,21,8,29,7,18,18,36,18,9,15,1,26,69,48,29,12,77
2021/2022,1º TURNO,BRB/Brasília,92,20,10,30,22,30,7,37,20,8,18,2,19,106,45,17,25,62,Pinheiros,93,24,11,35,12,25,24,49,24,11,15,6,20,112,54,32,17,86
2021/2022,1º TURNO,Flamengo,94,17,17,34,9,34,14,48,31,10,17,4,14,131,29,38,15,67,Pato Basquete,62,15,6,21,14,20,6,26,16,14,14,0,17,60,39,22,18,61
2021/2022,1º TURNO,Fortaleza B. C.,68,23,5,28,7,29,17,46,10,7,11,0,14,69,48,30,8,78,São Paulo,81,26,9,35,2,33,8,41,18,6,11,3,13,101,39,30,5,69
2020/2021,2º TURNO,Flamengo,115,23,20,43,9,35,12,47,35,9,8,1,15,165,30,45,11,75,BRB/Brasília,58,16,6,22,8,21,17,38,14,5,16,0,9,42,40,29,18,69
2020/2021,2º TURNO,Pinheiros,77,17,12,29,7,24,12,36,18,9,15,2,16,83,34,35,11,69,Mogi,81,22,10,32,7,32,11,43,26,7,15,4,19,108,35,32,10,67
2020/2021,2º TURNO,Corinthians,74,16,10,26,12,36,18,54,16,4,12,1,20,87,43,28,17,71,Bauru,64,16,8,24,8,29,5,34,11,5,6,3,17,65,34,26,18,60
2021/2022,1º TURNO,Sesi Franca,115,22,18,40,17,43,9,52,29,6,11,5,14,155,35,35,28,70,Luvix/União Corinthians,74,12,14,26,8,23,6,29,17,7,12,1,22,63,27,44,16,71
2020/2021,2º TURNO,Paulistano,71,20,9,29,4,28,14,42,18,5,10,5,15,91,39,27,7,66,KTO/Caxias do Sul,64,17,7,24,9,25,9,34,15,4,11,4,15,70,40,21,12,61
2020/2021,2º TURNO,UNIFACISA,79,27,6,33,7,19,13,32,17,10,11,0,22,88,53,14,12,67,Flamengo,81,16,11,27,16,23,20,43,17,4,16,3,13,91,32,32,20,64
2020/2021,2º TURNO,BRB/Brasília,75,13,10,23,19,25,5,30,16,1,10,2,20,74,31,27,24,58,Minas,99,27,8,35,21,32,10,42,29,7,4,1,26,134,48,22,26,70
2020/2021,2º TURNO,Cerrado Basquete,74,20,8,28,10,35,15,50,14,7,17,3,15,88,43,22,16,65,VipTech CMB,57,16,6,22,7,25,16,41,12,8,12,2,18,54,41,31,11,72
2020/2021,2º TURNO,Fortaleza B. C.,68,19,8,27,6,25,18,43,16,8,10,3,19,74,43,31,13,74,Pato Basquete,71,15,9,24,14,32,11,43,12,8,13,1,15,82,38,21,19,59
2020/2021,2º TURNO,São Paulo,96,22,12,34,16,27,11,38,19,12,17,3,16,117,37,26,21,63,Mogi,72,18,8,26,12,21,11,32,13,8,19,2,20,67,37,28,14,65
2021/2022,1º TURNO,Pato Basquete,55,12,7,19,10,30,10,40,5,7,19,0,25,35,31,32,19,63,Paulistano,68,17,5,22,19,38,17,55,9,9,19,1,19,69,41,25,29,66
2021/2022,1º TURNO,Rio Claro,63,12,8,20,15,22,8,30,12,8,16,0,24,57,34,22,19,56,Caxias do Sul Basquete,65,7,13,20,12,30,6,36,17,7,19,5,27,79,20,26,18,46
2020/2021,2º TURNO,Pinheiros,101,27,13,40,8,26,10,36,31,14,14,3,24,126,49,31,13,80,Sesi Franca,99,18,14,32,21,33,4,37,24,11,21,2,20,117,36,26,26,62
2021/2022,1º TURNO,Cerrado Basquete,88,20,10,30,18,31,13,44,19,7,13,5,22,102,38,35,23,73,Pinheiros,79,24,7,31,10,31,19,50,16,5,14,5,23,87,55,22,18,77
2021/2022,1º TURNO,Minas,109,24,14,38,19,24,14,38,28,11,6,3,14,142,44,30,24,74,Mogi,75,17,10,27,11,24,9,33,20,3,19,6,17,84,29,31,12,60
2021/2022,1º TURNO,Rio Claro,74,14,9,23,19,32,12,44,16,9,14,2,20,89,29,30,25,59,Luvix/União Corinthians,63,17,5,22,14,28,5,33,12,10,12,3,21,69,33,26,17,59
2021/2022,1º TURNO,Paulistano,74,19,10,29,6,27,9,36,20,7,10,2,21,88,41,24,11,65,Corinthians,69,15,9,24,12,28,13,41,13,7,15,3,19,73,32,32,17,64
2021/2022,1º TURNO,Mogi,70,15,10,25,10,26,11,37,18,11,11,2,14,88,41,22,11,63,Corinthians,69,11,13,24,8,27,14,41,18,9,15,6,13,87,31,33,9,64
2021/2022,1º TURNO,São Paulo,85,21,12,33,7,24,4,28,24,7,7,4,14,104,33,30,14,63,BRB/Brasília,66,15,9,24,9,28,19,47,14,2,15,2,17,70,47,20,12,67
2020/2021,2º TURNO,KTO/Caxias do Sul,63,18,5,23,12,24,9,33,16,9,17,0,16,66,41,16,16,57,Bauru,71,16,10,26,9,25,8,33,17,10,16,4,18,84,32,25,13,57
2020/2021,2º TURNO,Flamengo,77,12,15,27,8,32,10,42,22,7,18,1,24,87,26,37,16,63,Fortaleza B. C.,74,26,3,29,13,28,7,35,14,10,13,2,22,81,47,19,17,66
2020/2021,2º TURNO,VipTech CMB,59,15,6,21,11,27,14,41,8,3,14,0,19,48,36,26,19,62,UNIFACISA,72,17,8,25,14,29,10,39,13,7,10,2,22,82,41,21,18,62
2020/2021,2º TURNO,Cerrado Basquete,80,19,9,28,15,20,11,31,19,13,10,3,17,91,40,26,22,66,Minas,93,19,13,32,16,30,9,39,17,4,18,6,18,112,34,26,17,60
2020/2021,2º TURNO,Pato Basquete,98,23,13,36,13,33,18,51,23,6,14,0,23,120,45,29,19,74,BRB/Brasília,76,12,11,23,19,22,7,29,17,7,10,2,15,77,27,34,25,61
2020/2021,2º TURNO,Sesi Franca,84,24,7,31,15,28,9,37,21,4,9,2,20,99,51,18,17,69,Corinthians,81,14,11,25,20,28,12,40,11,5,10,3,21,86,35,30,24,65
2020/2021,2º TURNO,Bauru,60,16,4,20,16,23,13,36,11,4,11,3,23,53,32,33,21,65,Pinheiros,72,22,4,26,16,35,9,44,18,6,16,3,25,91,41,17,20,58
2020/2021,1º TURNO,Corinthians,77,15,10,25,17,19,12,31,17,7,12,1,22,81,32,28,22,60,KTO/Caxias do Sul,83,22,7,29,18,22,12,34,15,6,13,1,24,91,39,17,26,56
2020/2021,2º TURNO,São Paulo,86,24,8,32,14,25,7,32,21,8,7,4,17,109,43,21,17,64,KTO/Caxias do Sul,81,17,12,29,11,27,8,35,19,1,13,0,21,87,32,27,17,59
2020/2021,1º TURNO,Pinheiros,89,21,13,34,8,23,13,36,24,11,12,3,18,105,40,32,16,72,Bauru,92,20,13,33,13,27,11,38,24,7,14,1,19,111,33,29,21,62
2020/2021,1º TURNO,UNIFACISA,89,23,12,35,7,25,4,29,24,13,10,3,16,115,46,20,9,66,Paulistano,77,16,12,28,9,28,7,35,18,7,16,2,12,85,31,32,12,63
2020/2021,1º TURNO,Cerrado Basquete,71,20,7,27,10,26,17,43,12,7,15,0,22,73,47,21,14,68,Corinthians,74,19,6,25,18,24,9,33,11,3,13,3,18,73,37,21,23,58
2021/2022,1º TURNO,Bauru,76,16,11,27,11,23,11,34,15,9,13,0,20,76,33,37,13,70,Sesi Franca,87,24,8,32,15,33,14,47,24,7,15,1,18,113,39,28,18,67
2021/2022,1º TURNO,Luvix/União Corinthians,59,18,6,24,5,25,9,34,9,12,17,3,20,50,41,31,7,72,Minas,77,21,6,27,17,38,11,49,8,6,22,3,14,83,38,24,20,62
2020/2021,1º TURNO,KTO/Caxias do Sul,87,21,10,31,15,26,8,34,15,5,14,0,20,84,40,29,20,69,Mogi,92,26,7,33,19,32,8,40,19,5,14,2,21,109,42,26,19,68
2020/2021,1º TURNO,Paulistano,68,21,7,28,5,35,12,47,17,9,14,6,16,92,36,28,10,64,Pinheiros,46,9,7,16,7,26,6,32,10,3,16,1,14,33,32,24,10,56
2020/2021,1º TURNO,Bauru,89,28,5,33,18,32,5,37,23,7,12,1,15,108,45,17,26,62,UNIFACISA,75,27,6,33,3,28,5,33,17,5,14,0,21,78,42,25,7,67
2020/2021,1º TURNO,BRB/Brasília,86,23,9,32,13,25,13,38,19,10,10,1,21,97,46,29,17,75,Mogi,90,19,13,32,13,31,11,42,21,6,15,4,18,109,37,31,16,68
2020/2021,1º TURNO,VipTech CMB,66,24,5,29,3,25,10,35,13,9,16,0,20,61,50,21,7,71,Cerrado Basquete,74,17,8,25,16,32,5,37,21,11,20,2,19,90,33,21,22,54
2020/2021,1º TURNO,Pato Basquete,77,19,6,25,21,24,9,33,15,4,14,3,18,76,39,21,28,60,KTO/Caxias do Sul,92,18,15,33,11,31,9,40,26,7,15,0,26,114,35,28,17,63
2020/2021,1º TURNO,Minas,70,16,10,26,8,33,4,37,18,6,12,0,20,89,26,29,9,55,Paulistano,63,14,7,21,14,26,14,40,12,6,9,1,16,64,32,36,16,68
2020/2021,1º TURNO,Fortaleza B. C.,71,20,6,26,13,41,11,52,11,4,13,6,15,87,40,25,18,65,Bauru,60,12,7,19,15,32,12,44,9,8,9,4,20,62,43,28,17,71
2020/2021,1º TURNO,Corinthians,96,19,14,33,16,38,6,44,19,1,12,2,23,120,30,30,19,60,VipTech CMB,72,26,4,30,8,22,18,40,11,3,4,3,19,62,58,22,21,80
2020/2021,1º TURNO,Cerrado Basquete,97,29,6,35,21,25,13,38,21,11,13,4,24,117,45,20,32,65,BRB/Brasília,85,19,8,27,23,21,9,30,19,6,15,0,23,86,38,22,29,60
2020/2021,1º TURNO,Mogi,78,20,7,27,17,30,16,46,17,9,13,5,24,96,37,33,20,70,Pato Basquete,63,19,4,23,13,28,12,40,15,8,17,0,18,61,44,19,21,63
2021/2022,1º TURNO,São Paulo,61,21,4,25,7,24,8,32,8,11,14,1,17,52,41,26,12,67,Flamengo,86,29,8,37,4,37,10,47,25,9,16,0,16,116,43,26,7,69
