campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos3PtsTimeCasa,acertos2PtsTimeCasa,acertosTotaisTimeCasa,LanceLivreTimeCasa,rebotesTimeCasa,assistsTimeCasa,RoubadasTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,timeFora,pontosTimeFora,acertos3PtsTimeFora,acertos2PtsTimeFora,acertosTotaisTimeFora,LanceLivreTimeFora,rebotesTimeFora,assistsTimeFora,RoubadasTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora
2022/2023,1º TURNO,123 Minas,73,8,22,30,5,39,16,6,2,22,83,44,28,7,Flamengo,85,13,14,27,18,36,22,4,3,14,101,22,35,26
2022/2023,1º TURNO,UNIFACISA,84,13,21,34,3,34,22,5,0,18,99,39,25,7,BRB/Brasília,71,6,23,29,7,32,17,5,0,16,74,33,28,15
2022/2023,1º TURNO,Sesi Franca,83,12,18,30,11,55,16,4,4,16,98,32,31,23,Paulistano,62,4,20,24,10,45,13,10,2,24,61,59,24,15
2022/2023,1º TURNO,Fortaleza B. C.,80,3,29,32,13,44,20,9,6,27,91,50,16,29,Cerrado Basquete,86,12,15,27,20,34,12,11,1,23,82,27,32,33
2022/2023,1º TURNO,Pinheiros,81,9,17,26,20,28,25,9,4,12,98,33,30,23,123 Minas,72,12,13,25,10,38,21,5,2,20,83,31,24,11
2022/2023,1º TURNO,Corinthians,82,5,26,31,15,28,20,7,4,18,95,39,20,21,Oscar São José Basketball,77,9,18,27,14,38,20,7,0,18,84,28,35,20
2022/2023,1º TURNO,Fortaleza B. C.,62,4,18,22,14,50,8,7,2,29,53,38,25,33,BRB/Brasília,75,6,20,26,17,41,11,6,0,28,73,39,24,28
2022/2023,1º TURNO,BRB/Brasília,68,6,14,20,22,44,14,4,0,23,65,35,28,32,Pinheiros,71,5,19,24,18,57,11,7,3,25,80,45,32,24
2022/2023,1º TURNO,Flamengo,80,13,17,30,7,55,26,6,3,15,105,31,39,17,Fortaleza B. C.,60,7,15,22,9,41,6,8,1,19,49,41,30,16
2022/2023,1º TURNO,Rio Claro,71,6,20,26,13,35,10,7,2,17,68,44,22,18,São Paulo,98,17,20,37,7,33,20,6,0,13,118,33,33,8
2022/2023,1º TURNO,Pato Basquete,61,9,14,23,6,42,7,10,1,10,56,35,35,10,Oscar São José Basketball,71,11,16,27,6,45,17,8,1,14,87,34,32,9
2022/2023,1º TURNO,Rio Claro,93,7,31,38,10,32,18,5,4,23,113,42,21,12,Paulistano,88,7,22,29,23,34,17,8,1,16,96,42,26,28
2022/2023,FINAL,Sesi Franca,92,8,27,35,14,46,15,12,4,21,112,39,32,19,São Paulo,68,9,17,26,7,33,19,11,1,20,68,42,25,13
2022/2023,1º TURNO,UNIFACISA,90,6,30,36,12,40,24,7,2,20,115,43,16,18,Cerrado Basquete,79,10,17,27,15,27,19,9,0,16,79,29,34,22
2022/2023,1º TURNO,123 Minas,92,12,24,36,8,41,22,11,1,21,109,47,31,12,Sesi Franca,94,12,20,32,18,39,21,4,1,16,103,35,30,26
2022/2023,2º TURNO,São Paulo,95,10,27,37,11,44,21,10,0,9,126,38,30,12,Cerrado,64,11,14,25,3,34,16,5,2,10,59,31,41,4
2022/2023,1º TURNO,Cerrado Basquete,93,20,11,31,11,37,16,8,2,18,97,24,52,13,Pinheiros,95,10,23,33,19,49,20,6,7,17,120,48,25,21
2022/2023,1º TURNO,Paulistano,76,9,19,28,11,44,24,7,3,18,96,36,23,15,Pato Basquete,69,8,18,26,9,32,10,18,0,17,66,38,29,17
2022/2023,SEMI,123 Minas,91,9,22,31,20,37,20,4,0,23,99,38,24,29,Sesi Franca,95,13,19,32,18,29,20,4,2,25,102,31,34,25
2022/2023,FINAL,São Paulo,92,14,15,29,20,27,20,6,2,23,106,27,30,22,Sesi Franca,94,9,23,32,21,38,13,6,2,22,105,42,29,21
2022/2023,FINAL,Sesi Franca,81,12,10,22,25,36,11,5,5,22,87,24,33,31,São Paulo,86,11,19,30,15,44,15,5,1,25,99,38,31,17
2022/2023,FINAL,Sesi Franca,88,9,23,32,15,36,19,2,5,18,100,34,28,21,São Paulo,98,13,22,35,15,30,22,7,0,24,114,41,28,19
2022/2023,FINAL,São Paulo,80,10,17,27,16,41,9,6,2,26,84,40,28,19,Sesi Franca,88,10,18,28,22,42,19,4,7,22,109,40,26,26
2022/2023,SEMI,Sesi Franca,93,10,25,35,13,32,20,3,4,20,114,36,23,16,123 Minas,79,10,17,27,15,30,17,6,1,22,83,39,28,18
2022/2023,SEMI,Sesi Franca,90,11,21,32,15,43,16,1,1,24,95,40,31,19,123 Minas,93,9,23,32,20,31,21,5,2,23,106,38,25,24
2020/2021,1º TURNO,VipTech CMB,66,5,24,29,3,35,13,9,0,20,61,50,21,7,Cerrado Basquete,74,8,17,25,16,37,21,11,2,19,90,33,21,22
2022/2023,SEMI,São Paulo,72,6,21,27,12,31,13,7,0,21,76,32,24,16,Flamengo,69,6,19,25,13,36,14,11,2,18,76,32,32,15
2022/2023,SEMI,123 Minas,103,13,20,33,24,40,22,4,1,20,124,37,28,29,Sesi Franca,89,11,22,33,12,30,25,4,3,22,104,37,32,16
2021/2022,1º TURNO,Rio Claro,91,16,14,30,15,40,13,11,1,20,93,37,40,20,São Paulo,85,14,14,28,15,39,14,8,1,21,93,26,30,20
2021/2022,1º TURNO,Paulistano,90,12,23,35,8,40,19,8,0,18,107,34,33,12,Luvix/União Corinthians,78,10,16,26,16,31,11,9,2,19,79,34,32,16
2021/2022,1º TURNO,Flamengo,81,10,21,31,9,43,20,9,3,14,106,32,33,9,Pinheiros,64,5,21,26,7,44,10,7,3,14,63,50,27,11
2021/2022,1º TURNO,Cerrado Basquete,122,16,26,42,22,61,21,5,9,36,133,50,38,33,Fortaleza B. C.,126,9,30,39,39,53,15,14,4,26,122,73,25,58
2021/2022,FINAL,Sesi Franca,80,11,18,29,11,49,13,9,1,16,98,36,34,12,Flamengo,65,7,17,24,10,40,14,6,1,15,66,30,42,12
2021/2022,SEMI,São Paulo,87,14,18,32,9,42,18,6,2,22,100,38,31,14,Sesi Franca,74,9,14,23,19,36,16,5,4,18,80,31,33,23
2021/2022,FINAL,Flamengo,62,10,12,22,8,47,12,8,1,20,64,28,40,16,Sesi Franca,64,10,11,21,12,45,15,5,4,18,71,29,33,20
2021/2022,FINAL,Flamengo,81,9,20,29,14,45,20,3,0,19,92,37,32,24,Sesi Franca,75,9,17,26,14,42,14,3,2,25,87,37,27,19
2021/2022,SEMI,Sesi Franca,81,9,16,25,22,45,17,6,4,24,95,37,27,29,São Paulo,78,6,19,25,22,38,10,7,2,26,77,42,26,24
2021/2022,FINAL,Sesi Franca,85,15,14,29,12,45,17,2,3,18,98,30,37,13,Flamengo,79,8,22,30,11,36,15,9,0,16,84,41,30,15
2021/2022,SEMI,123 Minas,80,10,17,27,16,30,22,8,2,19,92,31,26,22,Flamengo,91,12,19,31,17,38,23,6,2,20,107,34,30,22
2021/2022,SEMI,São Paulo,65,6,17,23,13,33,9,8,1,22,62,28,35,19,Sesi Franca,78,7,21,28,15,54,11,3,2,22,86,39,31,21
2021/2022,SEMI,123 Minas,63,5,15,20,18,33,15,4,4,25,65,34,23,23,Flamengo,77,9,14,23,22,40,11,8,0,19,83,29,28,28
2021/2022,SEMI,Flamengo,76,9,17,26,15,32,19,8,1,21,85,33,28,18,123 Minas,67,6,16,22,17,28,15,5,4,22,73,29,20,20
2021/2022,SEMI,Sesi Franca,80,9,15,24,23,42,12,4,2,26,84,35,28,31,São Paulo,78,10,16,26,16,33,10,6,1,23,76,27,30,28
2021/2022,QUARTAS,Paulistano,68,3,25,28,9,30,21,7,1,18,80,43,17,12,Flamengo,87,14,18,32,9,33,24,8,3,14,109,35,25,15
2021/2022,QUARTAS,123 Minas,75,7,19,26,16,46,18,5,5,16,97,29,26,20,UNIFACISA,63,3,23,26,8,23,16,14,1,21,65,51,15,11
2021/2022,QUARTAS,Bauru,71,9,19,28,6,33,18,7,2,16,76,32,30,11,São Paulo,88,15,17,32,9,35,20,9,3,13,108,27,34,13
2021/2022,QUARTAS,UNIFACISA,85,10,24,34,7,35,10,5,3,25,82,38,30,15,123 Minas,88,10,21,31,16,35,10,9,1,21,90,36,27,21
2021/2022,QUARTAS,Sesi Franca,95,13,20,33,16,39,22,9,3,17,120,38,30,19,Pinheiros,86,14,14,28,16,47,13,6,2,17,90,37,40,18
2021/2022,QUARTAS,Pinheiros,79,10,21,31,7,37,20,5,0,17,86,43,30,10,Sesi Franca,91,12,23,35,9,34,24,6,4,20,115,29,31,15
2021/2022,QUARTAS,Bauru,62,8,11,19,16,30,12,5,3,16,61,26,28,21,São Paulo,85,7,26,33,12,38,16,4,4,19,103,42,23,15
2021/2022,QUARTAS,UNIFACISA,91,11,21,32,16,40,17,7,3,22,111,32,26,23,123 Minas,80,10,15,25,20,33,12,8,2,17,76,38,30,26
2021/2022,QUARTAS,Paulistano,73,7,22,29,8,27,18,5,1,21,83,39,17,9,Flamengo,80,17,11,28,7,27,17,7,1,16,87,22,32,11
2021/2022,QUARTAS,Pinheiros,84,11,20,31,11,40,19,9,2,17,96,38,37,14,Sesi Franca,92,12,22,34,12,36,20,7,4,15,114,38,26,15
2021/2022,QUARTAS,São Paulo,90,12,23,35,8,42,24,5,5,9,120,35,35,11,Bauru,65,10,16,26,3,34,13,5,3,17,68,33,35,3
2021/2022,QUARTAS,Flamengo,74,7,14,21,25,44,16,2,1,15,82,33,26,31,Paulistano,68,11,15,26,5,36,15,5,3,26,76,41,23,8
2021/2022,OITAVAS,Paulistano,68,10,13,23,12,27,16,5,4,16,74,31,28,13,Rio Claro,64,6,20,26,6,36,10,3,3,21,67,38,16,10
2021/2022,QUARTAS,123 Minas,85,11,24,35,4,46,16,6,2,9,108,40,30,6,UNIFACISA,65,10,14,24,7,32,13,8,0,17,65,36,32,8
2021/2022,OITAVAS,Bauru,88,15,13,28,17,21,16,5,4,23,96,27,29,18,Pato Basquete,79,11,15,26,16,32,18,5,0,19,88,30,23,22
2021/2022,OITAVAS,Paulistano,90,9,21,30,21,31,19,13,4,21,115,38,22,28,Rio Claro,84,11,16,27,19,35,14,3,2,27,89,29,27,23
2021/2022,OITAVAS,Pinheiros,89,12,20,32,13,45,13,6,2,12,102,48,24,19,Corinthians,78,14,15,29,6,44,18,4,0,20,84,30,45,9
2021/2022,OITAVAS,Bauru,82,10,20,30,12,34,19,4,2,14,97,32,27,16,Pato Basquete,71,11,16,27,6,33,15,8,2,19,75,28,37,9
2021/2022,OITAVAS,UNIFACISA,81,13,17,30,8,46,17,4,2,16,98,36,35,11,Caxias do Sul Basquete,67,7,15,22,16,35,10,4,2,12,67,34,29,18
2021/2022,OITAVAS,Corinthians,78,9,22,31,7,37,20,8,0,21,92,39,24,9,Pinheiros,80,9,20,29,13,31,15,7,4,15,89,38,24,15
2021/2022,OITAVAS,Rio Claro,67,2,24,26,13,29,8,3,0,20,68,41,16,14,Paulistano,65,6,20,26,7,32,14,1,1,18,68,36,19,10
2021/2022,OITAVAS,Caxias do Sul Basquete,64,13,10,23,5,28,10,5,1,20,50,23,30,12,UNIFACISA,73,10,15,25,13,43,14,9,0,23,79,38,25,17
2021/2022,OITAVAS,Pato Basquete,72,10,16,26,10,47,12,6,2,18,80,29,41,15,Bauru,63,5,18,23,12,36,14,7,1,16,71,34,26,14
2021/2022,2º TURNO,Pinheiros,92,12,24,36,8,44,19,10,1,20,112,40,36,11,Flamengo,80,15,12,27,11,39,19,3,1,18,85,27,38,15
2021/2022,2º TURNO,Flamengo,113,18,27,45,5,44,34,13,4,13,158,39,45,9,BRB/Brasília,83,12,21,33,5,38,21,3,0,12,87,43,32,5
2021/2022,2º TURNO,Bauru,80,14,13,27,12,31,18,5,0,23,80,33,35,17,Flamengo,92,13,19,32,15,51,24,7,3,20,122,27,42,23
2021/2022,2º TURNO,Caxias do Sul Basquete,57,7,15,22,6,34,14,4,1,20,58,31,26,10,Corinthians,62,9,12,21,11,37,14,5,2,15,65,28,28,17
2021/2022,2º TURNO,São Paulo,66,3,19,22,19,41,11,4,4,24,70,39,17,25,Sesi Franca,81,11,19,30,10,47,16,8,1,23,89,45,34,15
2021/2022,2º TURNO,Fortaleza B. C.,77,8,22,30,9,31,11,10,3,17,82,31,23,20,BRB/Brasília,65,9,15,24,8,33,12,5,1,18,62,32,24,13
2021/2022,2º TURNO,UNIFACISA,75,10,19,29,7,40,14,6,1,17,83,40,28,11,Cerrado Basquete,65,9,16,25,6,40,8,4,1,17,60,35,25,12
2021/2022,2º TURNO,Luvix/União Corinthians,55,6,15,21,7,24,9,4,1,20,39,31,25,15,Corinthians,74,7,19,26,15,48,8,6,0,18,83,34,26,16
2021/2022,2º TURNO,Pinheiros,69,12,13,25,7,30,19,15,3,16,71,38,36,10,Mogi,90,13,20,33,11,52,27,10,3,15,122,34,33,14
2021/2022,2º TURNO,Pinheiros,83,10,23,33,7,35,17,9,5,20,97,42,25,10,123 Minas,93,11,21,32,18,35,18,10,2,16,110,35,31,21
2021/2022,2º TURNO,Cerrado Basquete,86,7,25,32,15,52,19,5,6,20,101,55,26,22,BRB/Brasília,90,11,21,32,15,53,14,7,3,21,99,47,35,23
2021/2022,2º TURNO,Caxias do Sul Basquete,61,7,17,24,6,33,18,14,3,19,74,38,23,7,Paulistano,54,4,17,21,8,42,10,6,0,16,46,36,21,14
2021/2022,2º TURNO,Fortaleza B. C.,75,7,24,31,6,44,14,14,5,21,89,51,22,11,Cerrado Basquete,77,7,23,30,10,43,13,11,5,12,86,47,19,18
2021/2022,2º TURNO,São Paulo,96,13,22,35,13,35,21,5,3,18,120,29,27,18,Rio Claro,69,7,20,27,8,35,13,6,1,20,61,47,23,14
2021/2022,2º TURNO,UNIFACISA,72,7,20,27,11,28,10,13,1,16,69,40,28,14,BRB/Brasília,90,17,16,33,7,36,22,7,1,14,109,29,26,12
2021/2022,2º TURNO,Luvix/União Corinthians,71,7,18,25,14,38,15,6,2,27,68,40,29,17,Paulistano,88,10,18,28,22,38,9,7,1,21,94,29,27,26
2021/2022,2º TURNO,Bauru,101,16,22,38,9,34,25,9,1,21,129,37,29,10,123 Minas,69,7,16,23,16,28,11,7,3,14,65,32,24,18
2021/2022,2º TURNO,Corinthians,75,12,18,30,3,42,18,7,0,14,86,42,31,4,Bauru,67,7,18,25,10,28,16,7,1,13,72,28,22,17
2021/2022,2º TURNO,Pato Basquete,59,6,15,21,11,38,10,6,0,19,52,32,26,17,Caxias do Sul Basquete,68,7,19,26,9,38,13,4,1,19,66,34,27,16
2021/2022,2º TURNO,Sesi Franca,90,8,29,37,8,46,22,7,2,17,114,44,24,15,Fortaleza B. C.,66,5,21,26,9,32,14,9,1,17,56,39,27,18
2021/2022,2º TURNO,Rio Claro,83,8,24,32,11,29,22,5,1,24,99,39,19,14,UNIFACISA,72,7,18,25,15,33,12,3,0,19,66,35,26,19
2021/2022,2º TURNO,Mogi,86,10,23,33,10,45,27,8,5,15,118,37,20,13,Caxias do Sul Basquete,65,7,19,26,6,24,15,11,2,18,53,34,36,12
2021/2022,2º TURNO,Rio Claro,82,9,20,29,15,38,14,8,5,23,95,37,29,18,Fortaleza B. C.,66,6,19,25,10,36,18,7,6,21,75,32,28,18
2021/2022,2º TURNO,Pato Basquete,90,5,26,31,23,35,13,12,0,17,92,44,26,29,Luvix/União Corinthians,89,15,17,32,10,41,16,7,2,25,94,32,34,14
2021/2022,2º TURNO,Sesi Franca,74,9,16,25,15,35,19,3,3,16,89,26,31,19,UNIFACISA,65,13,9,22,8,44,11,3,0,18,61,29,37,15
2021/2022,2º TURNO,BRB/Brasília,60,5,19,24,7,33,9,5,2,15,54,44,23,9,Paulistano,78,8,21,29,12,49,14,7,1,13,97,43,22,16
2021/2022,2º TURNO,Corinthians,79,11,19,30,8,38,15,0,3,21,80,34,34,11,Pinheiros,83,9,24,33,8,38,20,7,0,13,95,46,21,14
2021/2022,2º TURNO,Mogi,85,13,22,35,2,40,25,7,3,14,105,42,29,8,Luvix/União Corinthians,75,7,21,28,12,42,20,8,5,19,93,44,29,14
2021/2022,2º TURNO,Pinheiros,82,8,24,32,10,50,23,6,6,18,105,52,25,13,Pato Basquete,69,11,14,25,8,42,12,3,3,14,64,35,38,8
2021/2022,2º TURNO,Flamengo,88,15,11,26,21,38,11,5,0,20,88,25,41,25,São Paulo,78,10,17,27,14,34,13,3,1,23,78,28,29,19
2021/2022,2º TURNO,Cerrado Basquete,76,7,17,24,21,46,11,3,3,22,78,43,21,28,Paulistano,80,4,25,29,18,41,13,9,2,22,93,45,25,24
2021/2022,2º TURNO,123 Minas,61,8,15,23,7,36,12,4,2,17,58,38,26,8,São Paulo,82,8,25,33,8,38,25,6,5,14,111,36,28,14
2021/2022,2º TURNO,Bauru,84,8,24,32,12,38,12,7,1,21,85,44,25,15,Pato Basquete,74,7,19,26,15,35,9,5,2,21,64,34,28,19
2021/2022,2º TURNO,Fortaleza B. C.,91,11,23,34,12,36,14,5,2,22,99,36,29,18,Flamengo,94,11,21,32,19,41,16,6,3,19,107,37,37,22
2021/2022,2º TURNO,Luvix/União Corinthians,84,5,23,28,23,40,13,8,2,19,89,45,19,35,Caxias do Sul Basquete,70,9,16,25,11,31,9,7,0,28,68,33,20,17
2021/2022,2º TURNO,BRB/Brasília,96,17,14,31,17,39,14,4,2,21,107,26,39,23,Sesi Franca,86,8,23,31,16,36,17,4,2,23,96,45,26,19
2021/2022,2º TURNO,UNIFACISA,74,7,21,28,11,48,13,9,1,18,88,39,23,17,Flamengo,60,11,8,19,11,33,9,9,0,21,42,17,46,19
2021/2022,2º TURNO,Fortaleza B. C.,75,7,20,27,14,27,7,6,0,25,63,32,35,19,123 Minas,85,10,16,26,23,44,15,4,2,21,98,27,28,29
2021/2022,2º TURNO,São Paulo,88,10,23,33,12,45,24,6,2,14,115,43,29,15,Corinthians,67,7,20,27,6,31,17,3,0,17,69,38,26,6
2021/2022,2º TURNO,BRB/Brasília,79,9,22,31,8,39,13,7,0,20,85,38,32,12,Rio Claro,80,9,15,24,23,38,9,8,2,19,86,36,24,25
2021/2022,2º TURNO,Cerrado Basquete,88,13,18,31,13,38,17,6,2,20,102,34,32,16,Sesi Franca,89,10,23,33,13,41,16,6,4,14,100,43,31,17
2021/2022,2º TURNO,UNIFACISA,70,6,23,29,6,33,15,9,1,17,81,37,25,8,123 Minas,59,6,17,23,7,36,10,7,0,16,57,30,27,12
2021/2022,2º TURNO,Cerrado Basquete,73,6,21,27,13,41,16,1,5,21,82,40,23,22,Rio Claro,79,7,18,25,22,45,15,4,2,23,91,41,26,28
2021/2022,2º TURNO,Paulistano,93,14,24,38,3,41,21,6,1,20,110,43,31,8,Pinheiros,82,10,16,26,20,30,19,6,0,12,88,34,24,24
2021/2022,2º TURNO,Bauru,107,17,19,36,18,41,21,13,2,24,128,40,39,19,Mogi,103,15,18,33,22,46,23,5,3,21,117,33,41,24
2021/2022,2º TURNO,Pato Basquete,62,2,19,21,18,40,9,6,1,17,59,35,24,22,São Paulo,82,7,24,31,13,32,8,7,1,18,87,36,28,13
2021/2022,2º TURNO,Flamengo,117,17,24,41,18,59,34,5,2,13,168,37,42,22,Luvix/União Corinthians,55,9,11,20,6,35,15,4,2,21,43,43,32,8
2021/2022,2º TURNO,Flamengo,76,13,15,28,7,37,14,4,6,16,88,26,36,10,Corinthians,71,10,18,28,5,28,19,2,1,18,73,32,26,10
2021/2022,2º TURNO,Flamengo,73,16,7,23,11,43,18,7,5,14,90,22,44,11,Paulistano,70,8,22,30,2,37,14,10,4,18,85,45,25,3
2021/2022,2º TURNO,Mogi,73,10,18,28,7,37,16,4,3,20,74,33,30,11,São Paulo,90,15,17,32,11,31,17,11,2,19,103,27,33,19
2021/2022,2º TURNO,Paulistano,87,6,27,33,15,37,22,6,2,17,109,39,24,20,Sesi Franca,77,6,25,31,9,35,16,7,1,17,84,49,23,11
2021/2022,2º TURNO,Luvix/União Corinthians,83,12,18,30,11,38,17,9,3,23,90,34,34,22,Pinheiros,87,10,20,30,17,41,13,4,1,21,95,38,25,20
2021/2022,2º TURNO,Caxias do Sul Basquete,60,8,15,23,6,38,15,3,2,19,67,30,31,9,Bauru,66,8,16,24,10,40,10,7,1,16,74,31,26,15
2021/2022,2º TURNO,Luvix/União Corinthians,77,8,21,29,11,43,13,5,1,18,83,37,31,17,Bauru,82,15,12,27,13,37,11,6,0,20,84,25,42,17
2021/2022,2º TURNO,Corinthians,69,8,17,25,11,42,14,5,2,18,73,36,23,17,UNIFACISA,70,7,17,24,15,33,17,12,2,18,83,35,25,20
2021/2022,2º TURNO,Paulistano,83,15,14,29,10,42,18,7,0,15,95,34,30,15,UNIFACISA,64,9,14,23,9,33,12,7,2,20,62,33,29,10
2021/2022,2º TURNO,Caxias do Sul Basquete,80,14,13,27,12,30,17,7,1,22,81,29,29,18,Pinheiros,87,6,25,31,19,31,17,9,5,18,101,39,17,27
2021/2022,2º TURNO,Corinthians,81,13,15,28,12,48,18,7,7,18,101,28,34,18,Fortaleza B. C.,65,5,23,28,4,33,17,9,4,17,64,46,22,17
2021/2022,2º TURNO,Pato Basquete,79,10,19,29,11,38,16,11,1,21,86,34,36,20,Mogi,70,11,14,25,9,42,18,4,1,19,75,30,31,14
2021/2022,2º TURNO,123 Minas,95,13,22,35,12,27,26,3,2,16,115,28,28,16,BRB/Brasília,82,9,23,32,9,34,13,8,1,16,83,41,27,16
2021/2022,2º TURNO,Rio Claro,78,9,19,28,13,35,19,5,1,18,85,36,30,15,Sesi Franca,102,9,30,39,15,37,20,8,0,21,127,41,26,21
2021/2022,2º TURNO,Paulistano,94,14,18,32,16,30,18,6,6,28,101,36,33,19,Fortaleza B. C.,88,7,25,32,17,47,22,5,2,20,99,49,21,24
2021/2022,2º TURNO,BRB/Brasília,89,8,19,27,27,29,16,5,1,30,92,30,18,38,Corinthians,91,11,15,26,28,33,13,7,2,30,93,33,23,39
2021/2022,2º TURNO,123 Minas,74,2,27,29,14,44,12,5,2,19,87,45,19,15,Cerrado Basquete,66,6,17,23,14,35,16,8,4,16,71,32,31,23
2021/2022,2º TURNO,São Paulo,80,9,17,26,19,40,15,8,1,19,91,31,30,24,Paulistano,71,8,17,25,13,34,10,7,3,23,67,41,24,18
2021/2022,2º TURNO,Cerrado Basquete,86,12,23,35,4,38,19,3,2,15,105,38,30,8,Corinthians,80,15,15,30,5,43,18,4,4,16,96,37,36,7
2021/2022,2º TURNO,Rio Claro,79,8,20,28,15,31,10,3,0,17,76,46,18,18,Flamengo,99,19,15,34,12,41,18,4,4,17,120,24,43,16
2021/2022,2º TURNO,Pinheiros,60,2,22,24,10,51,13,2,2,13,60,42,31,17,Bauru,65,9,15,24,8,36,14,5,1,15,74,29,31,8
2021/2022,2º TURNO,Sesi Franca,90,13,16,29,19,41,13,6,0,20,97,33,36,26,Flamengo,85,14,18,32,7,34,15,2,4,25,95,26,37,11
2021/2022,2º TURNO,Rio Claro,75,10,20,30,5,31,16,7,0,19,79,32,31,12,123 Minas,78,12,11,23,20,31,16,3,1,17,86,20,30,22
2021/2022,2º TURNO,Fortaleza B. C.,82,9,22,31,11,31,13,16,4,18,93,45,25,16,Mogi,75,8,20,28,11,39,20,4,4,18,85,35,22,17
2021/2022,2º TURNO,São Paulo,98,10,21,31,26,50,22,6,5,19,131,29,33,36,Luvix/União Corinthians,71,5,22,27,12,34,19,7,2,23,72,43,32,17
2021/2022,2º TURNO,UNIFACISA,87,14,17,31,11,33,19,9,5,20,109,25,35,13,Pato Basquete,78,10,19,29,10,36,16,9,0,17,84,39,26,15
2021/2022,2º TURNO,Paulistano,53,7,11,18,10,42,10,3,2,14,46,27,30,14,Bauru,65,10,15,25,5,30,15,15,1,17,74,30,27,10
2021/2022,2º TURNO,Sesi Franca,98,13,20,33,19,35,16,1,3,22,109,28,32,24,123 Minas,89,9,21,30,20,25,12,7,1,24,91,36,25,24
2021/2022,2º TURNO,123 Minas,88,13,18,31,13,41,20,6,4,23,107,34,32,16,Flamengo,79,13,12,25,16,32,16,5,4,16,83,24,37,19
2021/2022,2º TURNO,Fortaleza B. C.,78,7,18,25,21,40,10,6,2,21,76,38,22,30,Pato Basquete,84,10,20,30,14,32,13,9,3,28,88,32,31,19
2021/2022,2º TURNO,São Paulo,93,9,24,33,18,44,24,9,2,19,126,40,23,25,Caxias do Sul Basquete,53,5,12,17,14,37,13,7,2,20,45,32,28,23
2021/2022,2º TURNO,Flamengo,69,7,19,26,10,41,17,6,5,17,80,41,30,15,Cerrado Basquete,63,2,23,25,11,46,12,4,2,18,69,45,19,15
2021/2022,2º TURNO,UNIFACISA,91,16,16,32,11,42,19,12,4,22,104,45,32,12,Mogi,82,9,20,29,15,36,18,8,7,16,96,33,27,20
2021/2022,2º TURNO,Luvix/União Corinthians,80,11,18,29,11,40,13,3,4,24,81,37,32,16,Fortaleza B. C.,86,11,19,30,15,41,15,8,0,19,93,39,26,26
2021/2022,2º TURNO,Caxias do Sul Basquete,60,7,15,22,9,32,14,9,1,19,60,37,24,12,UNIFACISA,79,8,20,28,15,38,15,7,3,18,93,32,24,19
2021/2022,2º TURNO,Paulistano,86,8,17,25,28,23,12,11,2,31,87,33,23,34,Rio Claro,78,6,18,24,24,41,12,4,2,26,75,39,13,37
2021/2022,2º TURNO,Mogi,83,9,20,29,16,40,26,7,2,21,102,36,30,21,BRB/Brasília,72,7,18,25,15,41,15,6,2,21,78,35,30,18
2021/2022,2º TURNO,Pato Basquete,78,12,13,25,16,27,12,8,0,24,71,39,27,20,Cerrado Basquete,94,8,21,29,28,47,11,2,1,17,107,33,28,30
2021/2022,2º TURNO,Corinthians,65,7,21,28,2,42,18,1,1,15,71,38,31,3,Sesi Franca,81,7,27,34,6,39,19,6,0,10,98,44,31,8
2021/2022,2º TURNO,Caxias do Sul Basquete,74,6,23,29,10,41,18,6,5,23,89,43,23,11,Fortaleza B. C.,66,6,15,21,18,40,14,8,1,17,60,42,21,33
2021/2022,2º TURNO,Luvix/União Corinthians,70,11,17,28,3,32,17,5,3,22,75,32,30,6,UNIFACISA,74,11,15,26,11,33,8,6,2,14,74,25,28,16
2021/2022,2º TURNO,Bauru,102,13,20,33,23,32,23,7,2,24,125,31,30,26,São Paulo,87,13,15,28,18,24,16,6,3,25,93,24,30,25
2021/2022,2º TURNO,Mogi,87,7,26,33,14,49,25,7,3,19,119,45,22,17,Cerrado Basquete,67,6,17,23,15,40,16,6,4,15,67,50,23,21
2021/2022,2º TURNO,Corinthians,84,9,21,30,15,51,15,6,3,20,98,46,27,17,Rio Claro,78,7,24,31,9,36,17,8,4,21,83,52,22,15
2021/2022,2º TURNO,Pinheiros,92,15,20,35,7,42,19,5,2,14,100,45,36,12,São Paulo,98,13,23,36,13,35,26,6,5,17,129,39,26,14
2021/2022,2º TURNO,Pato Basquete,77,11,18,29,8,27,14,6,0,23,75,33,29,11,BRB/Brasília,75,7,19,26,16,38,11,7,1,17,73,36,20,26
2021/2022,2º TURNO,Sesi Franca,92,10,23,33,16,41,18,5,2,13,115,43,25,17,Mogi,71,11,17,28,4,35,15,2,3,21,70,35,35,5
2021/2022,2º TURNO,123 Minas,104,13,26,39,13,43,23,6,4,16,135,39,29,15,Paulistano,67,6,19,25,11,29,15,8,0,19,61,41,26,14
2021/2022,2º TURNO,Fortaleza B. C.,74,9,17,26,13,38,12,6,2,16,81,30,24,19,Bauru,72,10,16,26,10,28,16,6,2,18,75,38,27,10
